walk1_subject5, 0, -43.50727, 44.66818, 1.896145, -1305.231, 1340.059, 56.88493, -79.26955, 25.91385, -17.68861, -2378.11, 777.4232, -530.6636, -285.1914, 230.9511, -16.52143, -9.576534, 7.672029, -0.550703, -9.665812, 7.642624, -0.550712, -0.0702486, -0.02626467, 6.020069E-06, -0.08927822, -0.02940464, -9.059906E-06
walk1_subject5, 1, -43.56805, 44.60449, 1.915617, -1.823291, -1.910839, 0.5841552, -79.32635, 25.62641, -17.85437, -1.703813, -8.623209, -4.972908, -2.107479, -0.7879479, 0.0001806039, -9.665812, 7.642624, -0.550712, -9.682489, 7.659944, -0.550709, -0.08927822, -0.02940464, -9.059906E-06, -0.0166769, 0.0173192, 3.039837E-06
walk1_subject5, 2, -43.78598, 44.36668, 1.898528, -6.537846, -7.134433, -0.5126683, -79.39156, 25.19184, -18.20653, -1.956501, -13.03707, -10.56478, -2.678373, -0.882148, -0.0002717999, -9.682489, 7.659944, -0.550709, -9.697112, 7.710968, -0.550707, -0.0166769, 0.0173192, 3.039837E-06, -0.01462269, 0.05102444, 2.026558E-06
walk1_subject5, 3, -43.91827, 44.18758, 1.8388, -3.968736, -5.373055, -1.791873, -79.34879, 25.18715, -18.4558, 1.283353, -0.1409354, -7.478388, -0.5003121, 0.5195813, 9.119602E-05, -9.697112, 7.710968, -0.550707, -9.762737, 7.755081, -0.550714, -0.01462269, 0.05102444, 2.026558E-06, -0.06562519, 0.04411316, -7.033348E-06
walk1_subject5, 4, -43.8681, 44.18843, 1.822729, 1.504913, 0.02552058, -0.4821337, -79.25105, 25.51123, -18.49162, 2.932006, 9.722597, -1.074497, -0.438685, 1.530748, 6.079735E-05, -9.762737, 7.755081, -0.550714, -9.815062, 7.766464, -0.550707, -0.06562519, 0.04411316, -7.033348E-06, -0.0523243, 0.01138258, 7.033348E-06
walk1_subject5, 5, -43.73533, 44.297, 1.879128, 3.98327, 3.25725, 1.692001, -79.21481, 25.71896, -18.39155, 1.0872, 6.231885, 3.002273, -1.968775, 1.323408, -0.0002110026, -9.815062, 7.766464, -0.550707, -9.771425, 7.743991, -0.550698, -0.0523243, 0.01138258, 7.033348E-06, 0.04363632, -0.02247238, 9.000301E-06
walk1_subject5, 6, -43.6014, 44.42962, 1.955998, 4.017946, 3.978693, 2.306111, -79.25974, 25.7065, -18.21711, -1.347899, -0.3737105, 5.233092, -1.569745, 0.3414808, 0.0002110026, -9.771425, 7.743991, -0.550698, -9.652885, 7.689013, -0.550698, 0.04363632, -0.02247238, 9.000301E-06, 0.1185398, -0.05497789, 0
walk1_subject5, 7, -43.47867, 44.55686, 2.050647, 3.68183, 3.817215, 2.839522, -79.30496, 25.71016, -18.0125, -1.356596, 0.1098644, 6.138386, 1.309103, -0.6741782, 0.0002700117, -9.652885, 7.689013, -0.550698, -9.560428, 7.621286, -0.550701, 0.1185398, -0.05497789, 0, 0.09245777, -0.06772757, -3.039837E-06
walk1_subject5, 8, -43.41273, 44.62477, 2.057992, 1.978245, 2.037412, 0.2203296, -79.30672, 25.77892, -17.91508, -0.05264335, 2.062818, 2.922621, 3.55623, -1.649353, 0, -9.560428, 7.621286, -0.550701, -9.559291, 7.584832, -0.550715, 0.09245777, -0.06772757, -3.039837E-06, 0.00113678, -0.03645372, -1.400709E-05
walk1_subject5, 9, -43.42443, 44.6195, 1.873639, -0.3511083, -0.1583878, -5.530638, -79.28677, 25.77925, -18.00918, 0.598532, 0.009842018, -2.823057, 2.773761, -2.031847, -9.119602E-05, -9.559291, 7.584832, -0.550715, -9.616431, 7.600028, -0.550712, 0.00113678, -0.03645372, -1.400709E-05, -0.05714035, 0.01519585, 2.980232E-06
