walk1_subject5,0,-0.3005487,0.35254,1.254879,-9.01655,1270.589,37.64674,0.4362,0.4982,-0.002261946,1183.098,464.9507,-0.06785905,-285.1914,230.9511,-16.52143,-9.576534,7.672029,-0.550703,-9.665812,7.642624,-0.550712,-0.0702486,-0.02626467,6.02E-06,-0.08927822,-0.02940464,-9.06E-06
walk1_subject5,1,-0.3033408,0.35324,1.230369,-0.08376533,0.02105734,-0.7352902,0.4362,0.4982,-0.002267123,0,2.86E-05,-0.0001553043,-2.107479,-0.7879479,0.0001806039,-9.665812,7.642624,-0.550712,-9.682489,7.659944,-0.550709,-0.08927822,-0.02940464,-9.06E-06,-0.0166769,0.0173192,3.04E-06
walk1_subject5,2,-0.3211804,0.35395,1.201035,-0.5351919,0.02128622,-0.8800344,0.4362,0.4982,-0.002258248,0,-2.86E-05,0.0002662399,-2.678373,-0.882148,-0.0002717999,-9.682489,7.659944,-0.550709,-9.697112,7.710968,-0.550707,-0.0166769,0.0173192,3.04E-06,-0.01462269,0.05102444,2.03E-06
walk1_subject5,3,-0.3530558,0.35374,1.199613,-0.9562734,-0.006408756,-0.04266543,0.4362,0.4982,-0.002262685,0,2.86E-05,-0.0001331269,-0.5003121,0.5195813,9.12E-05,-9.697112,7.710968,-0.550707,-9.762737,7.755081,-0.550714,-0.01462269,0.05102444,2.03E-06,-0.06562519,0.04411316,-7.03E-06
walk1_subject5,4,-0.3822797,0.35287,1.221222,-0.8767245,-0.02620723,0.6482785,0.4362,0.4982,-0.002270081,0,0,-0.0002218572,-0.438685,1.530748,6.08E-05,-9.762737,7.755081,-0.550714,-9.815062,7.766464,-0.550707,-0.06562519,0.04411316,-7.03E-06,-0.0523243,0.01138258,7.03E-06
walk1_subject5,5,-0.3926403,0.35222,1.240234,-0.3108202,-0.01934071,0.5703721,0.4362,0.4982,-0.002268602,0,-2.86E-05,4.44E-05,-1.968775,1.323408,-0.0002110026,-9.815062,7.766464,-0.550707,-9.771425,7.743991,-0.550698,-0.0523243,0.01138258,7.03E-06,0.04363632,-0.02247238,9.00E-06
walk1_subject5,6,-0.3866104,0.35213,1.245117,0.1808971,-0.00274661,0.1464751,0.4362,0.49821,-0.00227082,0,5.72E-05,-6.66E-05,-1.569745,0.3414808,0.0002110026,-9.771425,7.743991,-0.550698,-9.652885,7.689013,-0.550698,0.04363632,-0.02247238,9.00E-06,0.1185398,-0.05497789,0
walk1_subject5,7,-0.3769006,0.35215,1.247509,0.2912962,0.0004577682,0.07178736,0.4362,0.4982,-0.002256769,0,-5.72E-05,0.0004215441,1.309103,-0.6741782,0.0002700117,-9.652885,7.689013,-0.550698,-9.560428,7.621286,-0.550701,0.1185398,-0.05497789,0,0.09245777,-0.06772757,-3.04E-06
walk1_subject5,8,-0.3723654,0.35206,1.252121,0.1360573,-0.002632167,0.1383605,0.4362,0.4982,-0.002269341,0,0,-0.0003771685,3.55623,-1.649353,0,-9.560428,7.621286,-0.550701,-9.559291,7.584832,-0.550715,0.09245777,-0.06772757,-3.04E-06,0.00113678,-0.03645372,-1.40E-05
walk1_subject5,9,-0.3687961,0.35211,1.251151,0.1070811,0.001602189,-0.02911835,0.4362,0.4982,-0.002265644,0,-8.58E-05,0.0001109286,2.773761,-2.031847,-9.12E-05,-9.559291,7.584832,-0.550715,-9.616431,7.600028,-0.550712,0.00113678,-0.03645372,-1.40E-05,-0.05714035,0.01519585,2.98E-06
